year,month,variable,value
1969,12,AFG,1.0272
1970,1,AFG,-3.3736
1970,2,AFG,0.4656
1970,3,AFG,3.1392
1970,4,AFG,11.8832
1970,5,AFG,17.1472
1970,6,AFG,20.8736
1970,7,AFG,21.7544
1970,8,AFG,22.7736
1970,9,AFG,16.512
1970,10,AFG,10.9464
1970,11,AFG,4.6312
1970,12,AFG,-1.4608
1971,1,AFG,-5.4824
1971,2,AFG,-0.6024
1971,3,AFG,5.5456
1971,4,AFG,11.7512
1971,5,AFG,17.3984
1971,6,AFG,21.9048
1971,7,AFG,22.404
1971,8,AFG,20.9912
1971,9,AFG,15.488
1971,10,AFG,10.1784
1971,11,AFG,5.8144
1971,12,AFG,1.34
1972,1,AFG,-5.9528
1972,2,AFG,-10.196
1972,3,AFG,1.8392
1972,4,AFG,9.9896
1972,5,AFG,13.6144
1972,6,AFG,19.7488
1972,7,AFG,20.7352
1972,8,AFG,18.6024
1972,9,AFG,15.4416
1972,10,AFG,9.8304
1972,11,AFG,4.8704
1972,12,AFG,-3.404
1973,1,AFG,-7.336
1973,2,AFG,-0.7936
1973,3,AFG,3.3232
1973,4,AFG,11.1984
1973,5,AFG,15.5664
1973,6,AFG,22.3232
1973,7,AFG,22.8384
1973,8,AFG,21.476
1973,9,AFG,16.0328
1973,10,AFG,10.3624
1973,11,AFG,4.3688
1973,12,AFG,-2.0824
1974,1,AFG,-5.6704
1974,2,AFG,-5.3824
1974,3,AFG,5.024
1974,4,AFG,11.0632
1974,5,AFG,15.1936
1974,6,AFG,20.016
1974,7,AFG,22.652
1974,8,AFG,19.848
1974,9,AFG,15.6696
1974,10,AFG,8.052
1974,11,AFG,3.4016
1974,12,AFG,-2.8776
1975,1,AFG,-5.0856
1975,2,AFG,-3.1752
1975,3,AFG,3.0392
1975,4,AFG,9.3224
1975,5,AFG,15.0848
1975,6,AFG,20.7672
1975,7,AFG,22.5216
1975,8,AFG,21.6272
1975,9,AFG,16.6952
1975,10,AFG,9.556
1975,11,AFG,1.5248
1975,12,AFG,-1.916
1976,1,AFG,-1.8984
1976,2,AFG,-3.0848
1976,3,AFG,1.192
1976,4,AFG,9.5104
1976,5,AFG,15.6648
1976,6,AFG,20.0576
1976,7,AFG,23.0248
1976,8,AFG,21.232
1976,9,AFG,16.8616
1976,10,AFG,10.3528
1976,11,AFG,1.1176
1976,12,AFG,-2.4448
1977,1,AFG,-6.8832
1977,2,AFG,-3.708
1977,3,AFG,7.2368
1977,4,AFG,11.7008
1977,5,AFG,15.6456
1977,6,AFG,22.112
1977,7,AFG,23.2264
1977,8,AFG,21.1328
1977,9,AFG,16.0584
1977,10,AFG,11.5928
1977,11,AFG,5.592
1977,12,AFG,0.7736
1978,1,AFG,-5.9592
1978,2,AFG,-2.1752
1978,3,AFG,2.824
1978,4,AFG,11.5296
1978,5,AFG,16.58
1978,6,AFG,21.5096
1978,7,AFG,22.7872
1978,8,AFG,20.8992
1978,9,AFG,16.5032
1978,10,AFG,10.8256
1978,11,AFG,2.812
1978,12,AFG,1.496
1979,1,AFG,-2.6208
1979,2,AFG,0.2312
1979,3,AFG,3.0432
1979,4,AFG,12.4168
1979,5,AFG,12.4064
1979,6,AFG,20.6192
1979,7,AFG,23.504
1979,8,AFG,19.9968
1979,9,AFG,16.552
1979,10,AFG,12.1904
1979,11,AFG,2.9568
1979,12,AFG,-0.0344
1980,1,AFG,-4.9872
1980,2,AFG,-2.6896
1980,3,AFG,3.7632
1980,4,AFG,12.9352
1980,5,AFG,16.668
1980,6,AFG,21.3456
1980,7,AFG,23.3872
1980,8,AFG,21.604
1980,9,AFG,16.4552
1980,10,AFG,11.3696
1980,11,AFG,6.3104
1980,12,AFG,0.2264
1981,1,AFG,-3.3544
1981,2,AFG,-1.1224
1981,3,AFG,5.62
1981,4,AFG,11.5304
1981,5,AFG,16.208
1981,6,AFG,20.0384
1981,7,AFG,22.864
1981,8,AFG,20.78
1981,9,AFG,16.1768
1981,10,AFG,9.2456
1981,11,AFG,4.1136
1981,12,AFG,0.1072
1982,1,AFG,-2.7224
1982,2,AFG,-2.9376
1982,3,AFG,2.4448
1982,4,AFG,10.9896
1982,5,AFG,15.5688
1982,6,AFG,20.2456
1982,7,AFG,22.2528
1982,8,AFG,21.1584
1982,9,AFG,15.2096
1982,10,AFG,10.8008
1982,11,AFG,2.6752
1982,12,AFG,-3.0872
1983,1,AFG,-3.5624
1983,2,AFG,-1.2464
1983,3,AFG,1.64
1983,4,AFG,9.6168
1983,5,AFG,16.368
1983,6,AFG,21.7392
1983,7,AFG,23.9128
1983,8,AFG,23.3912
1983,9,AFG,18.0032
1983,10,AFG,10.1024
1983,11,AFG,5.9176
1983,12,AFG,-1.248
1984,1,AFG,-4.6416
1984,2,AFG,-6.192
1984,3,AFG,6.0544
1984,4,AFG,11.3392
1984,5,AFG,16.5568
1984,6,AFG,21.988
1984,7,AFG,23.6712
1984,8,AFG,23.1352
1984,9,AFG,15.6928
1984,10,AFG,9.3664
1984,11,AFG,5.3968
1984,12,AFG,-3.8992
1985,1,AFG,-4.536
1985,2,AFG,1.6904
1985,3,AFG,5.3168
1985,4,AFG,11.6976
1985,5,AFG,15.6592
1985,6,AFG,21.68
1985,7,AFG,23.8688
1985,8,AFG,20.7816
1985,9,AFG,16.5768
1985,10,AFG,10.468
1985,11,AFG,4.54
1985,12,AFG,-0.7616
1986,1,AFG,-3.192
1986,2,AFG,-1.308
1986,3,AFG,2.0984
1986,4,AFG,10.228
1986,5,AFG,15.6848
1986,6,AFG,20.92
1986,7,AFG,22.7928
1986,8,AFG,20.4904
1986,9,AFG,16.7984
1986,10,AFG,11.5408
1986,11,AFG,4.0528
1986,12,AFG,-1.5088
1987,1,AFG,-0.6368
1987,2,AFG,0.4464
1987,3,AFG,4.7048
1987,4,AFG,10.3664
1987,5,AFG,15.3896
1987,6,AFG,19.776
1987,7,AFG,22.3152
1987,8,AFG,22.24
1987,9,AFG,17.3824
1987,10,AFG,9.0256
1987,11,AFG,4.5784
1987,12,AFG,1.712
1988,1,AFG,-2.3456
1988,2,AFG,-0.296
1988,3,AFG,4.8248
1988,4,AFG,12.0248
1988,5,AFG,16.9776
1988,6,AFG,21.7024
1988,7,AFG,23.8776
1988,8,AFG,21.1696
1988,9,AFG,17.028
1988,10,AFG,9.9776
1988,11,AFG,5.7584
1988,12,AFG,1.0792
1989,1,AFG,-5.2648
1989,2,AFG,-4.7992
1989,3,AFG,4.3128
1989,4,AFG,8.9336
1989,5,AFG,13.7776
1989,6,AFG,20.4496
1989,7,AFG,22.46
1989,8,AFG,21.0504
1989,9,AFG,16.6384
1989,10,AFG,11.3264
1989,11,AFG,4.5536
1989,12,AFG,0.4296
1990,1,AFG,-3.0856
1990,2,AFG,-1.3184
1990,3,AFG,3.2432
1990,4,AFG,9.7888
1990,5,AFG,17.9912
1990,6,AFG,21.7336
1990,7,AFG,22.7192
1990,8,AFG,22.4104
1990,9,AFG,18.1072
1990,10,AFG,10.5624
1990,11,AFG,5.1912
1990,12,AFG,-2.1608
1991,1,AFG,-4.8104
1991,2,AFG,-2.5544
1991,3,AFG,2.52
1991,4,AFG,10.1984
1991,5,AFG,14.1064
1991,6,AFG,20.4312
1991,7,AFG,22.8976
1991,8,AFG,21.2576
1991,9,AFG,16.9544
1991,10,AFG,10.4624
1991,11,AFG,4.2848
1991,12,AFG,-1.1224
1992,1,AFG,-2.4768
1992,2,AFG,-0.9944
1992,3,AFG,2.8464
1992,4,AFG,9.22
1992,5,AFG,12.3488
1992,6,AFG,20.472
1992,7,AFG,22.3616
1992,8,AFG,20.3464
1992,9,AFG,15.6664
1992,10,AFG,9.7432
1992,11,AFG,5.2104
1992,12,AFG,0.6792
1993,1,AFG,-3.5784
1993,2,AFG,0.16
1993,3,AFG,2.6856
1993,4,AFG,10.9976
1993,5,AFG,15.4848
1993,6,AFG,20.6856
1993,7,AFG,22.4056
1993,8,AFG,20.7056
1993,9,AFG,17.3816
1993,10,AFG,8.9856
1993,11,AFG,3.8552
1993,12,AFG,-0.4504
1994,1,AFG,-2.2192
1994,2,AFG,-3.1504
1994,3,AFG,5.4456
1994,4,AFG,9.1712
1994,5,AFG,16.2184
1994,6,AFG,21.5632
1994,7,AFG,22.9584
1994,8,AFG,22.592
1994,9,AFG,13.5592
1994,10,AFG,9.6096
1994,11,AFG,6.9312
1994,12,AFG,-1.276
1995,1,AFG,-2.8408
1995,2,AFG,-0.6736
1995,3,AFG,3.1104
1995,4,AFG,10.0232
1995,5,AFG,15.2848
1995,6,AFG,21.1344
1995,7,AFG,23.5664
1995,8,AFG,21.9832
1995,9,AFG,16.2864
1995,10,AFG,10.1488
1995,11,AFG,5.4128
1995,12,AFG,-2.1888
1996,1,AFG,-4.9448
1996,2,AFG,-1.0496
1996,3,AFG,3.2088
1996,4,AFG,10.2616
1996,5,AFG,14.0936
1996,6,AFG,20.728
1996,7,AFG,22.5352
1996,8,AFG,21.2168
1996,9,AFG,18.4488
1996,10,AFG,10.128
1996,11,AFG,2.18
1996,12,AFG,-0.2104
1997,1,AFG,-2.5912
1997,2,AFG,-1.4152
1997,3,AFG,4.2584
1997,4,AFG,9.8376
1997,5,AFG,13.732
1997,6,AFG,20.9704
1997,7,AFG,23.6464
1997,8,AFG,21.6896
1997,9,AFG,17.544
1997,10,AFG,11.1384
1997,11,AFG,3.2976
1997,12,AFG,-1.0064
1998,1,AFG,-3.4496
1998,2,AFG,-2.8888
1998,3,AFG,3.3088
1998,4,AFG,11.7752
1998,5,AFG,14.908
1998,6,AFG,19.756
1998,7,AFG,22.8864
1998,8,AFG,21.6448
1998,9,AFG,16.7952
1998,10,AFG,10.5816
1998,11,AFG,5.2624
1998,12,AFG,1.2096
1999,1,AFG,-3.5864
1999,2,AFG,1.7656
1999,3,AFG,3.76
1999,4,AFG,10.32
1999,5,AFG,15.6392
1999,6,AFG,21.5104
1999,7,AFG,22.7296
1999,8,AFG,22.484
1999,9,AFG,17.5264
1999,10,AFG,11.5944
1999,11,AFG,4.3944
1999,12,AFG,0.1928
2000,1,AFG,-2.86
2000,2,AFG,-2.5096
2000,3,AFG,5.6944
2000,4,AFG,13.9312
2000,5,AFG,18.8576
2000,6,AFG,20.6392
2000,7,AFG,22.4104
2000,8,AFG,21.7
2000,9,AFG,17.712
2000,10,AFG,10.9112
2000,11,AFG,3.1512
2000,12,AFG,-0.0336
2001,1,AFG,-5.1112
2001,2,AFG,-0.6456
2001,3,AFG,5.4112
2001,4,AFG,14.3904
2001,5,AFG,19.0304
2001,6,AFG,21.9152
2001,7,AFG,22.512
2001,8,AFG,21.2936
2001,9,AFG,16.3832
2001,10,AFG,11.2024
2001,11,AFG,6.2312
2001,12,AFG,0.7072
2002,1,AFG,-2.4696
2002,2,AFG,-1.1408
2002,3,AFG,6.1008
2002,4,AFG,11.0328
2002,5,AFG,16.4712
2002,6,AFG,21.7608
2002,7,AFG,22.824
2002,8,AFG,22.4512
2002,9,AFG,16.6568
2002,10,AFG,13.024
2002,11,AFG,5.532
2002,12,AFG,-2.3544
2003,1,AFG,-1.5216
2003,2,AFG,0.5904
2003,3,AFG,4.1304
2003,4,AFG,10.8648
2003,5,AFG,13.9856
2003,6,AFG,20.248
2003,7,AFG,23.6912
2003,8,AFG,21.9024
2003,9,AFG,17.1496
2003,10,AFG,11.8024
2003,11,AFG,3.8184
2003,12,AFG,-0.7856
2004,1,AFG,-1.0176
2004,2,AFG,1.8584
2004,3,AFG,7.4
2004,4,AFG,11.5376
2004,5,AFG,17.2584
2004,6,AFG,21.7904
2004,7,AFG,22.8144
2004,8,AFG,21.8288
2004,9,AFG,17.4336
2004,10,AFG,9.5304
2004,11,AFG,6.6464
2004,12,AFG,-0.7144
2005,1,AFG,-3.2304
2005,2,AFG,-2.1232
2005,3,AFG,6.2416
2005,4,AFG,12.548
2005,5,AFG,15.7088
2005,6,AFG,21.7848
2005,7,AFG,24.14
2005,8,AFG,21.9344
2005,9,AFG,19.604
2005,10,AFG,12.6488
2005,11,AFG,4.9912
2005,12,AFG,1.9208
2006,1,AFG,-3.096
2006,2,AFG,3.8896
2006,3,AFG,6.7888
2006,4,AFG,12.7824
2006,5,AFG,19.212
2006,6,AFG,21.8896
2006,7,AFG,23.3248
2006,8,AFG,22.4184
2006,9,AFG,17.5704
2006,10,AFG,15.0496
2006,11,AFG,6.0504
2006,12,AFG,-1.5368
2007,1,AFG,-2.1808
2007,2,AFG,0.6264
2007,3,AFG,4.7992
2007,4,AFG,14.7552
2007,5,AFG,18.2344
2007,6,AFG,22.7528
2007,7,AFG,23.2168
2007,8,AFG,21.6552
2007,9,AFG,17.252
2007,10,AFG,9.1272
2007,11,AFG,6.3616
2007,12,AFG,-0.8568
2008,1,AFG,-8.8464
2008,2,AFG,-2.9344
2008,3,AFG,9.6424
2008,4,AFG,13.068
2008,5,AFG,18.5656
2008,6,AFG,23.5432
2008,7,AFG,23.9256
2008,8,AFG,22.4336
2008,9,AFG,18.4336
2008,10,AFG,12.9504
2008,11,AFG,5.1328
2008,12,AFG,0.3952
2009,1,AFG,-2.112
2009,2,AFG,1.2696
2009,3,AFG,5.9896
2009,4,AFG,9.2008
2009,5,AFG,16.3864
2009,6,AFG,19.6576
2009,7,AFG,23.1104
2009,8,AFG,22.5416
2009,9,AFG,18.5304
2009,10,AFG,11.9776
2009,11,AFG,5.3088
2009,12,AFG,0.5616
2010,1,AFG,0.9376
2010,2,AFG,0.6432
2010,3,AFG,9.536
2010,4,AFG,13.904
2010,5,AFG,17.7688
2010,6,AFG,21.3168
2010,7,AFG,24.06
2010,8,AFG,22.528
2010,9,AFG,17.5272
2010,10,AFG,14.4392
2010,11,AFG,5.472
2010,12,AFG,-0.0464
2011,1,AFG,-1.9576
2011,2,AFG,-0.3928
2011,3,AFG,6.08
2011,4,AFG,13.3448
2011,5,AFG,20.6656
2011,6,AFG,24.4248
2011,7,AFG,24.3952
2011,8,AFG,24.28
2011,9,AFG,19.148
2011,10,AFG,12.808
2011,11,AFG,5.7688
2011,12,AFG,-1.4776
2012,1,AFG,-4.0976
2012,2,AFG,-4.2192
2012,3,AFG,4.8472
2012,4,AFG,12.948
2012,5,AFG,17.3008
2012,6,AFG,22.1656
2012,7,AFG,25.2104
2012,8,AFG,23.6072
2012,9,AFG,17.8224
2012,10,AFG,11.8464
2012,11,AFG,5.3728
2012,12,AFG,-0.7784
2013,1,AFG,-1.7312
2013,2,AFG,1.48
2013,3,AFG,7.8608
2013,4,AFG,11.4448
2013,5,AFG,17.8832
2013,6,AFG,23.7616
2013,7,AFG,25.0832
2013,8,AFG,23.0504
2013,9,AFG,20.044
2013,10,AFG,12.6224
2013,11,AFG,5.1664
2013,12,AFG,-0.2368
1960,1,AGO,22.89746032
1960,2,AGO,22.3584127
1960,3,AGO,22.21936508
1960,4,AGO,22.18380952
1960,5,AGO,19.82571429
1960,6,AGO,17.97587302
1960,7,AGO,16.79238095
1960,8,AGO,20.30507937
1960,9,AGO,22.75936508
1960,10,AGO,23.70539683
1960,11,AGO,23.30190476
1960,12,AGO,23.2215873
1961,1,AGO,22.89492063
1961,2,AGO,22.32539683
1961,3,AGO,22.73587302
1961,4,AGO,22.38666667
1961,5,AGO,21.08825397
1961,6,AGO,17.68539683
1961,7,AGO,18.12730159
1961,8,AGO,19.14285714
1961,9,AGO,22.7584127
1961,10,AGO,23.62253968
1961,11,AGO,23.12634921
1961,12,AGO,22.50444444
1962,1,AGO,22.59301587
1962,2,AGO,22.68507937
1962,3,AGO,22.62857143
1962,4,AGO,22.43968254
1962,5,AGO,19.40952381
1962,6,AGO,18.27333333
1962,7,AGO,18.35174603
1962,8,AGO,19.60349206
1962,9,AGO,22.43460317
1962,10,AGO,24.03111111
1962,11,AGO,23.3784127
1962,12,AGO,22.76349206
1963,1,AGO,22.38634921
1963,2,AGO,22.53047619
1963,3,AGO,22.42031746
1963,4,AGO,21.99269841
1963,5,AGO,19.73206349
1963,6,AGO,17.76412698
1963,7,AGO,18.0152381
1963,8,AGO,19.59142857
1963,9,AGO,22.27460317
1963,10,AGO,23.41174603
1963,11,AGO,22.3152381
1963,12,AGO,23.00761905
1964,1,AGO,23.32666667
1964,2,AGO,23.1215873
1964,3,AGO,23.07079365
1964,4,AGO,22.28984127
1964,5,AGO,20.03365079
1964,6,AGO,17.03587302
1964,7,AGO,16.99714286
1964,8,AGO,19.71015873
1964,9,AGO,21.98412698
1964,10,AGO,22.99714286
1964,11,AGO,22.72984127
1964,12,AGO,22.12825397
1965,1,AGO,22.43746032
1965,2,AGO,22.40571429
1965,3,AGO,22.47174603
1965,4,AGO,21.92222222
1965,5,AGO,18.92095238
1965,6,AGO,18.15047619
1965,7,AGO,17.43492063
1965,8,AGO,19.36507937
1965,9,AGO,22.48349206
1965,10,AGO,23.28349206
1965,11,AGO,23.12444444
1965,12,AGO,22.77301587
1966,1,AGO,22.81206349
1966,2,AGO,22.8984127
1966,3,AGO,22.45936508
1966,4,AGO,21.76031746
1966,5,AGO,20.28666667
1966,6,AGO,18.42603175
1966,7,AGO,17.9831746
1966,8,AGO,19.71333333
1966,9,AGO,22.04730159
1966,10,AGO,23.59015873
1966,11,AGO,23.62952381
1966,12,AGO,23.15269841
1967,1,AGO,22.73079365
1967,2,AGO,22.52539683
1967,3,AGO,22.43904762
1967,4,AGO,22.21206349
1967,5,AGO,19.96984127
1967,6,AGO,18.41555556
1967,7,AGO,17.41301587
1967,8,AGO,19.74444444
1967,9,AGO,22.80253968
1967,10,AGO,23.68539683
1967,11,AGO,22.24571429
1967,12,AGO,22.26571429
1968,1,AGO,22.39936508
1968,2,AGO,22.66698413
1968,3,AGO,22.01650794
1968,4,AGO,21.99904762
1968,5,AGO,20.97301587
1968,6,AGO,17.10761905
1968,7,AGO,17.52730159
1968,8,AGO,19.89587302
1968,9,AGO,21.77587302
1968,10,AGO,23.84539683
1968,11,AGO,22.47904762
1968,12,AGO,22.58507937
1969,1,AGO,22.79714286
1969,2,AGO,22.80793651
1969,3,AGO,22.95809524
1969,4,AGO,22.64698413
1969,5,AGO,20.37047619
1969,6,AGO,17.94825397
1969,7,AGO,17.55238095
1969,8,AGO,20.23206349
1969,9,AGO,22.11396825
1969,10,AGO,23.27396825
1969,11,AGO,22.97365079
1969,12,AGO,23.17238095
1970,1,AGO,22.5784127
1970,2,AGO,23.02730159
1970,3,AGO,22.83111111
1970,4,AGO,22.34920635
1970,5,AGO,20.28825397
1970,6,AGO,18.05428571
1970,7,AGO,17.93460317
1970,8,AGO,19.47174603
1970,9,AGO,22.38666667
1970,10,AGO,23.28539683
1970,11,AGO,22.82444444
1970,12,AGO,22.3384127
1971,1,AGO,22.09936508
1971,2,AGO,22.20031746
1971,3,AGO,22.51555556
1971,4,AGO,21.95809524
1971,5,AGO,19.93650794
1971,6,AGO,18.07587302
1971,7,AGO,17.77936508
1971,8,AGO,19.36920635
1971,9,AGO,22.00444444
1971,10,AGO,23.69492063
1971,11,AGO,22.63777778
1971,12,AGO,22.41492063
1972,1,AGO,22.43746032
1972,2,AGO,22.64349206
1972,3,AGO,22.2
1972,4,AGO,22.0047619
1972,5,AGO,20.42857143
1972,6,AGO,17.41460317
1972,7,AGO,18.09968254
1972,8,AGO,19.13492063
1972,9,AGO,22.41492063
1972,10,AGO,23.54571429
1972,11,AGO,23.59015873
1972,12,AGO,23.58698413
1973,1,AGO,23.70190476
1973,2,AGO,23.73714286
1973,3,AGO,23.5784127
1973,4,AGO,22.80571429
1973,5,AGO,21.27746032
1973,6,AGO,18.55428571
1973,7,AGO,18.4768254
1973,8,AGO,19.68857143
1973,9,AGO,22.50698413
1973,10,AGO,23.80380952
1973,11,AGO,23.51587302
1973,12,AGO,22.40634921
1974,1,AGO,22.27904762
1974,2,AGO,22.62380952
1974,3,AGO,22.40444444
1974,4,AGO,21.94920635
1974,5,AGO,19.80698413
1974,6,AGO,17.95396825
1974,7,AGO,17.40666667
1974,8,AGO,19.76349206
1974,9,AGO,22.10603175
1974,10,AGO,23.56920635
1974,11,AGO,22.7352381
1974,12,AGO,22.92
1975,1,AGO,22.4415873
1975,2,AGO,22.44761905
1975,3,AGO,22.51904762
1975,4,AGO,22.23174603
1975,5,AGO,20.89111111
1975,6,AGO,18.03746032
1975,7,AGO,17.55492063
1975,8,AGO,18.91904762
1975,9,AGO,22.27714286
1975,10,AGO,22.43301587
1975,11,AGO,23.16222222
1975,12,AGO,22.27079365
1976,1,AGO,21.74
1976,2,AGO,21.59428571
1976,3,AGO,21.80857143
1976,4,AGO,21.3647619
1976,5,AGO,18.79174603
1976,6,AGO,17.18063492
1976,7,AGO,16.91015873
1976,8,AGO,18.34730159
1976,9,AGO,21.85904762
1976,10,AGO,22.55333333
1976,11,AGO,22.77619048
1976,12,AGO,22.7784127
1977,1,AGO,22.94888889
1977,2,AGO,22.58539683
1977,3,AGO,22.37555556
1977,4,AGO,21.81492063
1977,5,AGO,20.24666667
1977,6,AGO,17.99174603
1977,7,AGO,18.03555556
1977,8,AGO,19.94920635
1977,9,AGO,22.24222222
1977,10,AGO,23.97047619
1977,11,AGO,23.32793651
1977,12,AGO,22.41079365
1978,1,AGO,22.6
1978,2,AGO,22.1352381
1978,3,AGO,22.12444444
1978,4,AGO,21.54253968
1978,5,AGO,19.56412698
1978,6,AGO,17.62380952
1978,7,AGO,17.41809524
1978,8,AGO,20.51777778
1978,9,AGO,22.38634921
1978,10,AGO,23.35142857
1978,11,AGO,22.90190476
1978,12,AGO,23.01555556
1979,1,AGO,22.7847619
1979,2,AGO,22.64126984
1979,3,AGO,22.71174603
1979,4,AGO,22.4752381
1979,5,AGO,20.41650794
1979,6,AGO,18.20412698
1979,7,AGO,17.60444444
1979,8,AGO,20.44222222
1979,9,AGO,23.17365079
1979,10,AGO,23.64761905
1979,11,AGO,22.65333333
1979,12,AGO,22.68507937
1980,1,AGO,23.34857143
1980,2,AGO,22.81079365
1980,3,AGO,22.78190476
1980,4,AGO,22.34825397
1980,5,AGO,20.22222222
1980,6,AGO,17.59809524
1980,7,AGO,17.29111111
1980,8,AGO,19.90666667
1980,9,AGO,22.61936508
1980,10,AGO,23.83301587
1980,11,AGO,23.0815873
1980,12,AGO,23.35936508
1981,1,AGO,22.46793651
1981,2,AGO,22.50285714
1981,3,AGO,22.49460317
1981,4,AGO,21.38634921
1981,5,AGO,19
1981,6,AGO,17.40444444
1981,7,AGO,17.45269841
1981,8,AGO,20.16666667
1981,9,AGO,22.45650794
1981,10,AGO,23.4752381
1981,11,AGO,23.29936508
1981,12,AGO,23.72952381
1982,1,AGO,23.22126984
1982,2,AGO,23.12793651
1982,3,AGO,23.20634921
1982,4,AGO,21.70380952
1982,5,AGO,19.3031746
1982,6,AGO,17.37238095
1982,7,AGO,17.37809524
1982,8,AGO,19.22698413
1982,9,AGO,21.87111111
1982,10,AGO,22.90222222
1982,11,AGO,23.45333333
1982,12,AGO,23.16222222
1983,1,AGO,23.05968254
1983,2,AGO,24.18222222
1983,3,AGO,24.02126984
1983,4,AGO,23.36634921
1983,5,AGO,21.02984127
1983,6,AGO,18.75142857
1983,7,AGO,19.0631746
1983,8,AGO,18.84571429
1983,9,AGO,23.39015873
1983,10,AGO,23.71174603
1983,11,AGO,23.31015873
1983,12,AGO,22.39619048
1984,1,AGO,22.99650794
1984,2,AGO,23.05111111
1984,3,AGO,23.18507937
1984,4,AGO,22.39809524
1984,5,AGO,20.78888889
1984,6,AGO,18.20634921
1984,7,AGO,18.05396825
1984,8,AGO,20.02031746
1984,9,AGO,23.53936508
1984,10,AGO,23.89269841
1984,11,AGO,21.88
1984,12,AGO,23.32888889
1985,1,AGO,23.76
1985,2,AGO,23.21428571
1985,3,AGO,22.98253968
1985,4,AGO,23.11968254
1985,5,AGO,20.07047619
1985,6,AGO,17.72222222
1985,7,AGO,17.7647619
1985,8,AGO,19.76285714
1985,9,AGO,23.49079365
1985,10,AGO,23.02730159
1985,11,AGO,23.33777778
1985,12,AGO,22.64761905
1986,1,AGO,22.95809524
1986,2,AGO,22.42063492
1986,3,AGO,22.16952381
1986,4,AGO,22.14190476
1986,5,AGO,21.81714286
1986,6,AGO,18.16349206
1986,7,AGO,18.0247619
1986,8,AGO,20.08761905
1986,9,AGO,22.21968254
1986,10,AGO,22.11714286
1986,11,AGO,22.55746032
1986,12,AGO,23.60412698
1987,1,AGO,23.91873016
1987,2,AGO,23.20984127
1987,3,AGO,23.64412698
1987,4,AGO,23.32793651
1987,5,AGO,21.66857143
1987,6,AGO,17.91365079
1987,7,AGO,18.05968254
1987,8,AGO,20.18952381
1987,9,AGO,22.83968254
1987,10,AGO,23.70634921
1987,11,AGO,24.88507937
1987,12,AGO,23.46063492
1988,1,AGO,23.6015873
1988,2,AGO,23.36571429
1988,3,AGO,22.94666667
1988,4,AGO,22.90888889
1988,5,AGO,19.74412698
1988,6,AGO,18.18634921
1988,7,AGO,17.2752381
1988,8,AGO,20.26984127
1988,9,AGO,22.10063492
1988,10,AGO,24.21777778
1988,11,AGO,22.96857143
1988,12,AGO,22.4352381
1989,1,AGO,22.23301587
1989,2,AGO,21.97269841
1989,3,AGO,22.28253968
1989,4,AGO,21.68984127
1989,5,AGO,20.01079365
1989,6,AGO,17.78380952
1989,7,AGO,16.85746032
1989,8,AGO,20.57396825
1989,9,AGO,22.13365079
1989,10,AGO,23.0215873
1989,11,AGO,24.26571429
1989,12,AGO,24.5384127
1990,1,AGO,22.46984127
1990,2,AGO,23.09111111
1990,3,AGO,23.0247619
1990,4,AGO,22.47809524
1990,5,AGO,20.80698413
1990,6,AGO,19.2431746
1990,7,AGO,18.71174603
1990,8,AGO,19.64222222
1990,9,AGO,22.24126984
1990,10,AGO,23.62031746
1990,11,AGO,24.20698413
1990,12,AGO,22.59746032
1991,1,AGO,21.91047619
1991,2,AGO,22.35619048
1991,3,AGO,22.69206349
1991,4,AGO,21.59142857
1991,5,AGO,20.4952381
1991,6,AGO,18.17968254
1991,7,AGO,17.51111111
1991,8,AGO,19.5584127
1991,9,AGO,22.79301587
1991,10,AGO,22.69015873
1991,11,AGO,22.06095238
1991,12,AGO,21.61174603
1992,1,AGO,22.92031746
1992,2,AGO,24.20222222
1992,3,AGO,23.32253968
1992,4,AGO,23.08380952
1992,5,AGO,20.25111111
1992,6,AGO,18.01619048
1992,7,AGO,17.29936508
1992,8,AGO,18.69619048
1992,9,AGO,22.67333333
1992,10,AGO,24.02285714
1992,11,AGO,22.77619048
1992,12,AGO,23.44730159
1993,1,AGO,22.67777778
1993,2,AGO,21.71238095
1993,3,AGO,22.20285714
1993,4,AGO,21.98698413
1993,5,AGO,20.75619048
1993,6,AGO,18.1215873
1993,7,AGO,18.04031746
1993,8,AGO,19.68984127
1993,9,AGO,21.50031746
1993,10,AGO,23.83206349
1993,11,AGO,22.92857143
1993,12,AGO,22.87333333
1994,1,AGO,21.7047619
1994,2,AGO,22.06031746
1994,3,AGO,23.42222222
1994,4,AGO,21.75587302
1994,5,AGO,19.84761905
1994,6,AGO,16.70793651
1994,7,AGO,16.3615873
1994,8,AGO,19.22412698
1994,9,AGO,22.36761905
1994,10,AGO,23.34349206
1994,11,AGO,23.67142857
1994,12,AGO,23.85714286
1995,1,AGO,25.10793651
1995,2,AGO,22.71777778
1995,3,AGO,23.19047619
1995,4,AGO,22.9631746
1995,5,AGO,21.18825397
1995,6,AGO,18.04888889
1995,7,AGO,19.0015873
1995,8,AGO,21.36984127
1995,9,AGO,22.71587302
1995,10,AGO,24.40380952
1995,11,AGO,24.23269841
1995,12,AGO,23.3
1996,1,AGO,22.6768254
1996,2,AGO,23.16126984
1996,3,AGO,22.42222222
1996,4,AGO,23.03396825
1996,5,AGO,21.18253968
1996,6,AGO,18.28952381
1996,7,AGO,17.19238095
